,radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal
3010795,UMTS,334,20,21001,131147594,0,-99.226456,19.645026,2071,7,1,1361952681,1381451129,0
3010797,UMTS,334,20,21001,131167594,0,-99.225082397461,19.640121459960998,1000,4,1,1361952801,1362356184,0
3010800,GSM,334,20,1225,33493,0,-99.638308,19.547135,15362,21,1,1361952831,1459023540,0
3010803,GSM,334,20,1225,23493,0,-99.655231,19.510548999999997,13992,14,1,1361952893,1451185336,0
3010830,UMTS,334,20,11050,68852455,0,-110.995102,29.057465000000004,1000,6,1,1361953628,1363016283,0
3010944,UMTS,334,90,10601,470524,0,-100.821671,20.528091,1421,10,1,1361959044,1443947852,0
3010972,UMTS,334,20,41006,262563180,0,-99.203109741211,19.384689331055,1000,2,1,1361940272,1361940272,0
3010976,UMTS,334,20,41006,262552138,0,-99.20311,19.385376,1000,2,1,1361940392,1361940392,0
3010981,UMTS,334,20,41006,262583180,0,-99.20585600000001,19.379654000000002,1000,3,1,1361960252,1382903402,0
3011002,UMTS,334,50,1009,3329634,0,-103.3065032959,20.68244934082,1000,4,1,1361941848,1361941848,0
3011054,UMTS,334,20,21044,133967494,0,-116.873783,32.527108,2208,6,1,1361962996,1506222547,0
3011056,UMTS,334,20,21044,133957463,0,-116.87488,32.505463,1000,18,1,1361963118,1506234413,0
3011194,GSM,334,20,4223,31095,0,-110.29518127441001,24.055252075194996,1000,1,1,1361946743,1361946743,0
3011227,GSM,334,20,4433,21844,0,-116.907774,32.502562,1513,7,1,1361966689,1480983926,0
3011236,GSM,334,20,4433,31875,0,-116.910202,32.534452,7685,11,1,1361966726,1492408333,0
3011676,UMTS,334,20,21037,133498787,0,-106.0931,28.653029999999998,1000,29,1,1361976218,1377642445,0
3011683,UMTS,334,20,21071,135775416,0,-106.092224,28.652344,1000,12,1,1361976408,1366013389,0
3011698,UMTS,334,20,21037,133508787,0,-106.09465,28.654495,5206,30,1,1361976706,1384027677,0
3011718,UMTS,334,20,21037,133528786,0,-106.09428405761999,28.655776977539002,1000,1,1,1361957220,1361957220,0
3011895,GSM,334,50,20015,62561,0,-102.293699,21.80752,5305,4,1,1361980570,1453053588,0
3011903,UMTS,334,50,1012,3994724,0,-102.280999,21.788292000000002,3764,4,1,1361980688,1436011785,0
3011979,UMTS,334,20,11030,67550556,0,-98.437232,19.275215,24537,39,1,1361981872,1456137086,0
3012019,UMTS,334,50,1045,6035098,0,-99.42489599999999,19.188767000000002,1528,12,1,1361982667,1453682549,0
3012040,UMTS,334,20,21016,132169668,0,-100.24406433105,25.708694458007997,1000,1,1,1361963224,1361963224,0
3012052,UMTS,334,20,21033,133256813,0,-101.62422180176,21.110916137695,1000,1,1,1361963374,1361963374,0
3012057,UMTS,334,20,21033,133271750,0,-101.62696838379,21.097183227539002,1000,1,1,1361963436,1361963436,0
3012060,UMTS,334,20,21033,133246795,0,-101.62490799999999,21.093063,1000,2,1,1361983294,1366034120,0
3012064,UMTS,334,20,21033,133243966,0,-101.62284851074,21.08757019043,1000,1,1,1361963587,1361963587,0
3012075,UMTS,334,20,31059,200493178,0,-98.233292,18.961716,1000,5,1,1361965574,1361965574,0
3012230,UMTS,334,20,31059,200483178,0,-98.23356628418001,18.961715698242,1000,6,1,1361967229,1361967229,0
3012231,UMTS,334,20,21007,131582026,0,-98.747177124023,20.126266479492,1000,7,1,1361986662,1362065745,0
3012335,GSM,334,20,133,24913,0,-99.271608,19.540389,11815,8,1,1361988817,1469263793,0
3012379,GSM,334,20,521,39741,0,-99.303066,19.362619,1738,14,1,1361990002,1463851633,0
3012387,UMTS,334,20,11021,66936092,0,-103.381904,20.517785,1000,21,1,1361990305,1366951704,0
3012402,UMTS,334,20,51006,124967536,0,-99.21272277831999,19.424514770508,1000,1,1,1361970777,1361970777,0
3012407,UMTS,334,20,41005,124895861,0,-99.214249,19.423599,1000,9,1,1361990687,1480543374,0
3012436,UMTS,334,20,11075,70494714,0,-93.061752,18.170802,1000,27,1,1361991079,1443766907,0
3012452,GSM,334,20,1236,22826,0,-99.471075,19.271451000000003,8479,24,1,1361991538,1470864674,0
3012504,UMTS,334,20,31006,197041482,0,-99.25850600000001,19.378741,6997,3,1,1361992497,1369136622,0
3012506,UMTS,334,50,1012,3994699,0,-100.908188,22.130447,1000,5,1,1361992523,1366481313,0
3012514,UMTS,334,50,1012,3994696,0,-100.912171,22.128982999999998,1819,6,1,1361992644,1443417909,0
3012546,UMTS,334,20,12054,134645679,0,-99.25529479980499,19.38606262207,1000,2,1,1361973415,1361973415,0
3012550,UMTS,334,20,12054,134635679,0,-99.25529479980499,19.38606262207,1000,1,1,1361973485,1361973485,0
3012555,UMTS,334,20,31006,197037288,0,-99.258499,19.381943,1000,3,1,1361973593,1361973593,0
3012563,UMTS,334,20,31006,197027288,0,-99.262161254883,19.376449584960998,1000,1,1,1361973671,1361973671,0
3012571,GSM,334,20,1234,21153,0,-99.63478,19.262992,5749,21,1,1361993650,1485988219,0
3012578,GSM,334,20,1234,11184,0,-99.648578,19.306066,25646,27,1,1361993900,1479048448,0
3012588,GSM,334,20,222,24938,0,-98.894806,19.245301,1284,2,1,1361994018,1426551658,0
3012605,GSM,334,20,1224,11162,0,-99.731702,19.292429000000002,2790,11,1,1361994223,1468873109,0
3012626,GSM,334,20,1224,21162,0,-99.740928,19.234485999999997,8428,8,1,1361994541,1468873109,0
3012638,UMTS,334,20,21002,131208487,0,-98.87512199999999,19.24736,1039,6,1,1361994648,1489269316,0
3012648,UMTS,334,50,1020,4623525,0,-98.212509,19.101791,1225,3,1,1361994803,1444422623,0
3012680,GSM,334,20,1224,31154,0,-99.76645400000001,19.295627,7230,14,1,1361995431,1468873109,0
3012702,UMTS,334,20,41001,124618364,0,-99.335631,19.616776,3631,4,1,1361995930,1406316434,0
3012706,GSM,334,20,1422,31760,0,-100.501347,25.690128,9484,23,1,1361996014,1472071313,0
3012733,GSM,334,20,1332,26799,0,-100.493648,25.767048000000003,4144,236,1,1361996589,1464728745,0
3012739,UMTS,334,3,19501,124680318,0,-100.32783508301,25.689468383789002,1000,1,1,1361976860,1361976860,0
3012745,GSM,334,20,1332,27965,0,-100.39498499999999,25.812224,3451,214,1,1361996902,1488594935,0
3012746,GSM,334,20,1332,37965,0,-100.403927,25.825495999999998,4654,365,1,1361996904,1466251692,0
3012779,UMTS,334,20,11046,68563203,0,-89.64408900000001,21.031264999999998,1236,3,1,1361978071,1361978071,0
3012786,GSM,334,20,7921,11628,0,-115.501327,32.672653000000004,1000,4,1,1361997791,1452787079,0
3012799,GSM,334,20,1633,32284,0,-100.161771,25.765913,527783,1025,1,1361998126,1552651206,0
3012825,UMTS,334,20,31075,201551276,0,-92.910690307617,17.92350769043,1000,1,1,1361978755,1361978755,0
3012831,UMTS,334,20,11030,67510627,0,-97.909469604492,18.823013305664002,1000,5,1,1361979081,1361979081,0
3012853,GSM,334,20,1633,12599,0,-100.060501,25.625687,2961,9,1,1361998969,1492449869,0
3012903,UMTS,334,20,11028,67374580,0,-96.922179,19.542794,1241,39,1,1362000017,1410525245,0
3012924,UMTS,334,20,11070,70123929,0,-106.39366100000001,31.713562,1000,18,1,1362000359,1390507327,0
3012944,UMTS,334,20,31013,197518048,0,-100.242233,25.770035,1000,6,1,1362000782,1384628711,0
3012986,GSM,334,20,1234,24973,0,-99.656754,19.260232000000002,2046,51,1,1362001451,1492098351,0
3013013,UMTS,334,20,11000,65590983,0,-98.955525,18.811929,1071,14,1,1362001806,1370700625,0
3013026,GSM,334,20,3711,32004,0,-106.09631399999999,28.716241999999998,8151,205,1,1362002038,1480789929,0
3013034,UMTS,334,20,11053,69024563,0,-110.8129119873,27.975997924805004,1000,2,1,1361982565,1361982565,0
3013064,UMTS,334,20,11029,67488586,0,-96.721082,17.073833,1000,14,1,1362002713,1408433799,0
3013065,GSM,334,20,3711,12626,0,-106.101095,28.697646000000002,250439,223,1,1362002722,1474828356,0
3013106,UMTS,334,20,12006,131475747,0,-99.220962524414,19.427261352539002,1000,2,1,1361983989,1361983989,0
3013107,UMTS,334,20,12006,131505747,0,-99.221878,19.426804,1000,3,1,1362003729,1375457572,0
3013121,GSM,334,20,1236,12825,0,-99.427801,19.291623,3340,13,1,1362003845,1484607536,0
3013122,UMTS,334,20,12006,131465747,0,-99.220962524414,19.427261352539002,1000,1,1,1361984049,1361984049,0
3013130,UMTS,334,20,12006,131485747,0,-99.218903,19.425201,1000,2,1,1362003969,1382729985,0
3013170,UMTS,334,20,11058,69348887,0,-100.38826,20.593401999999998,1000,19,1,1362004854,1365012893,0
3013175,UMTS,334,20,11058,69338887,0,-100.387831,20.5931,1000,16,1,1362004914,1365156352,0
3013177,UMTS,334,20,11058,69344505,0,-100.38276672363001,20.593185424805,1000,1,1,1361985175,1361985175,0
3013181,UMTS,334,20,11058,69368888,0,-100.38105,20.595589,1000,4,1,1362005038,1362071921,0
3013190,UMTS,334,20,11018,66739273,0,-99.126358,23.734054999999998,1422,18,1,1362005218,1376229916,0
3013204,UMTS,334,20,11058,69381383,0,-100.38208,20.600739,1000,2,1,1362005402,1363287050,0
3013242,GSM,334,20,1621,21026,0,-98.29948399999999,26.043777,1000,4,1,1362006216,1401727691,0
3013252,UMTS,334,20,11085,71119907,0,-97.430791,20.537653,1000,167,1,1362006425,1397807587,0
3013285,UMTS,334,50,1042,6094993,0,-99.224396,19.504166,1071,2,1,1362007268,1449319889,0
3013297,UMTS,334,20,21003,131308861,0,-99.065781,19.452038,1000,24,1,1362007654,1371902437,0
3013303,UMTS,334,20,31037,199044836,0,-106.092188,28.715984999999996,1000,19,1,1362007891,1407061912,0
3013361,UMTS,334,50,1009,3329713,0,-103.42598000000001,20.626831,1000,4,1,1361989864,1361989864,0
3013374,UMTS,334,50,1009,3327894,0,-103.42529300000001,20.626831,1000,2,1,1361989921,1361989921,0
3013407,GSM,334,20,7511,22861,0,-92.95513100000001,17.984742999999998,1211,62,1,1362009946,1423157848,0
3013419,UMTS,334,3,25511,163936872,0,-106.390091,23.257095,1000,5,1,1362010054,1479796910,0
3013438,GSM,334,20,4621,12554,0,-89.590072631836,21.01203918457,1000,1,1,1361990387,1361990387,0
3013442,UMTS,334,20,21003,131298861,0,-99.068166,19.455233,1000,19,1,1362010200,1408433799,0
3013443,GSM,334,20,2331,16205,0,-103.35495,20.661316,1000,18,1,1362010219,1424205220,0
3013445,GSM,334,20,1333,16666,0,-100.27103699999999,25.771458,1015,192,1,1362010222,1471633379,0
3013496,GSM,334,20,7121,21966,0,-106.079625,28.636772999999998,3458,9,1,1362011154,1494693258,0
3013505,UMTS,334,20,11070,70125340,0,-106.56394958496,31.780014038085998,1000,4,1,1361992760,1361992760,0
3013515,UMTS,334,20,11058,67806035,0,-100.41160583496,20.622024536133,1000,1,1,1361991895,1361991895,0
3013528,UMTS,334,20,11061,69576389,0,-110.95710754395,29.100723266602,1000,5,1,1362012180,1362174358,0
3013540,UMTS,334,20,11073,70353714,0,-100.56816101074,28.684616088867003,1000,2,1,1361992743,1361992743,0
3013585,UMTS,334,20,11085,71111661,0,-97.428817749023,20.545120239258,1000,2,1,1361993873,1361993873,0
3013589,UMTS,334,20,31016,197664651,0,-100.185974,25.687409,3299,10,1,1362013682,1374448326,0
3013592,UMTS,334,20,11085,71121661,0,-97.428817749023,20.545120239258,1000,2,1,1361993996,1361993996,0
3013599,UMTS,334,20,21046,134139046,0,-90.52871,19.829164000000002,3590,99,1,1362013939,1368572084,0
3013615,UMTS,334,20,11073,70320971,0,-100.984955,29.331436,1000,2,1,1362014263,1362966209,0
3013657,UMTS,334,20,11085,71128393,0,-97.36187,20.946120999999998,1000,4,1,1362015590,1437947356,0
3013722,UMTS,334,20,11029,67489134,0,-96.710586547852,17.063827514648,1000,1,1,1361997961,1361997961,0
3013734,UMTS,334,20,11016,66635416,0,-99.98182800000001,25.598831,1000,22,1,1362018088,1374950416,0
3013781,UMTS,334,20,11034,67781233,0,-100.406113,20.624084,1000,2,1,1361999885,1361999885,0
3013782,UMTS,334,20,11034,67771233,0,-100.4061126709,20.62614440918,1000,1,1,1361999946,1361999946,0
3013792,UMTS,334,20,11078,70686971,0,-108.99288899999999,25.788483,1000,10,1,1362020000,1362167312,0
3013794,UMTS,334,20,11078,70666971,0,-108.99192810059,25.788345336914002,1000,1,1,1362000262,1362000262,0
3013796,UMTS,334,20,11034,67818887,0,-100.4061126709,20.62614440918,1000,1,1,1362000297,1362000297,0
3013798,UMTS,334,20,11078,70706971,0,-108.991928,25.788574,1000,12,1,1362020120,1362157112,0
3013800,UMTS,334,20,11034,67768887,0,-100.399017,20.639563,2993,48,1,1362020159,1365025992,0
3013810,UMTS,334,20,11034,67778887,0,-100.399415,20.639685,2338,57,1,1362020399,1365296513,0
3013822,UMTS,334,20,11078,70667403,0,-109.00016784668001,25.793838500977,1000,1,1,1362000872,1362000872,0
3013824,UMTS,334,20,11078,70706973,0,-109.00383000000001,25.796585,1000,3,1,1362001046,1362001046,0
3013828,UMTS,334,20,11078,70666973,0,-109.003372,25.800933999999998,1140,6,1,1362020909,1362086785,0
3013841,UMTS,334,20,11040,68168219,0,-103.53034973145,25.580978393555004,1000,5,1,1362021209,1363569966,0
3013868,UMTS,334,20,21075,136030045,0,-92.91755699999999,17.988167,1000,12,1,1362022165,1398391827,0
3013879,UMTS,334,50,1047,6035031,0,-98.75990300000001,20.114204,1109,60,1,1362022581,1440717523,0
3013897,UMTS,334,20,21070,135715078,0,-106.32774353027,31.608352661132997,1000,2,1,1362003925,1362003925,0
3013901,UMTS,334,20,21070,135665078,0,-106.32231200000001,31.6095,1000,67,1,1362023846,1377970960,0
3013920,GSM,334,20,2525,37601,0,-102.324311,18.032721,8492,19,1,1362024465,1377808821,0
3013923,UMTS,334,50,1014,3994025,0,-101.427154,20.93319,5227,24,1,1362024613,1447798289,0
3013924,UMTS,334,50,1014,3994034,0,-101.496779,21.005554999999998,16033,4,1,1362024672,1447798286,0
3013937,UMTS,334,20,41014,263069513,0,-101.005383,25.362453,2281,8,1,1362025282,1458314450,0
3013939,UMTS,334,20,41014,263079513,0,-101.007614,25.365176,1310,14,1,1362025402,1462109349,0
3013942,UMTS,334,20,21002,131237988,0,-98.891587,19.297528,1501,64,1,1362025542,1440260611,0
3013976,UMTS,334,20,11059,69423728,0,-98.174514770508,19.063339233398,1000,1,1,1362007022,1362007022,0
3013977,UMTS,334,20,41014,263118239,0,-100.942481,25.531148,1000,7,1,1362026840,1371748165,0
3013980,GSM,334,20,2841,21080,0,-97.469912,20.510855,1000,144,1,1362026928,1362249462,0
3013988,UMTS,334,20,31009,197232750,0,-99.116652,19.33334,1000,23,1,1362027189,1408433877,0
3013996,UMTS,334,20,31009,197252750,0,-99.11590600000001,19.335251,1000,2,1,1362027542,1390144391,0
3014006,UMTS,334,20,11014,66485707,0,-100.591507,25.798645,1000,10,1,1362027934,1369353603,0
3014012,GSM,334,20,2021,24471,0,-103.317337,20.647964,1000,9,1,1362028219,1422038499,0
3014015,UMTS,334,20,21061,135122428,0,-110.96283000000001,29.125214,1000,6,1,1362028298,1365717124,0
3014018,UMTS,334,20,21061,135072387,0,-110.965176,29.121494000000002,1000,8,1,1362028419,1368618388,0
3014036,UMTS,334,20,21061,135102428,0,-110.96054099999999,29.124069,1000,4,1,1362029240,1366489883,0
3014051,UMTS,334,20,21016,132141517,0,-100.270157,25.662346,1000,4,1,1362030232,1369401730,0
3014055,UMTS,334,3,28501,183590421,0,-97.831192,22.2686,1000,3,1,1362030402,1371865904,0
3014068,UMTS,334,20,12071,70200698,0,-105.70289611816,26.937789916992003,1000,5,1,1362011325,1362011325,0
3014077,UMTS,334,20,12011,131802713,0,-99.165882,19.412693,2674,46,1,1362031119,1408433799,0
3014082,UMTS,334,20,12011,131812713,0,-99.172749,19.392854999999997,1000,37,1,1362031179,1408433799,0
3014087,UMTS,334,20,12011,131852713,0,-99.17289699999999,19.39238,1000,5,1,1362031297,1408433799,0
3014089,UMTS,334,20,11002,65707404,0,-99.06740699999999,19.289824,1000,76,1,1362031360,1380218691,0
3014091,UMTS,334,20,11002,65687404,0,-99.066702,19.289386999999998,1000,73,1,1362031417,1380105455,0
3014099,UMTS,334,90,10601,470575,0,-100.836411,20.525894,1000,3,1,1362031863,1436770712,0
3014105,UMTS,334,20,21079,136271397,0,-115.357197,32.600153000000006,1000,17,1,1362032036,1494631683,0
3014112,UMTS,334,20,14037,68018573,0,-106.876907,28.420944,1000,9,1,1362032311,1373120537,0
3014124,UMTS,334,20,14037,67998573,0,-106.87678500000001,28.420944,1000,5,1,1362032710,1373120678,0
3014125,UMTS,334,20,11079,70724979,0,-115.46537099999999,32.626336,4855,11,1,1362032740,1378327599,0
3014126,UMTS,334,20,11019,66814211,0,-103.73359680176,19.27619934082,1000,5,1,1362013306,1362013306,0
3014130,UMTS,334,20,21023,132588666,0,-103.41156,20.687256,1000,2,1,1362013379,1362013379,0
3014136,UMTS,334,20,11050,68870517,0,-110.9447479248,29.003219604492003,1000,3,1,1362014159,1362014159,0
3014139,UMTS,334,20,11050,68865485,0,-110.94486200000001,29.005622999999996,1000,12,1,1362033899,1369163367,0
3014155,UMTS,334,20,11073,70376874,0,-100.533204,28.723941999999997,1000,11,1,1362034476,1363127149,0
3014162,UMTS,334,20,11073,70326875,0,-100.524902,28.718262,1109,2,1,1362034725,1377861790,0
3014167,UMTS,334,20,41010,125229818,0,-98.997574,19.402084,1000,6,1,1362035248,1369947476,0
3014168,UMTS,334,20,41010,125214014,0,-99.001949,19.403853,1427,11,1,1362035308,1505404751,0
3014179,UMTS,334,20,11091,71514847,0,-102.33833312988001,21.859359741210998,1000,3,1,1362016198,1362016198,0
3014214,UMTS,334,20,11014,66505707,0,-100.522098,25.766422,23562,4,1,1362037714,1368048167,0
3014227,GSM,334,20,2122,1950,0,-103.562617,18.479692,10358,6,1,1362038579,1377803290,0
3014279,UMTS,334,20,11079,70764980,0,-115.45875549316001,32.608108520508,1000,1,1,1362022011,1362022011,0
3014280,UMTS,334,20,11079,70754980,0,-115.45875549316001,32.608108520508,1000,3,1,1362022200,1362022200,0
3014289,GSM,334,20,2122,14364,0,-103.79429499999999,18.800766,2731,5,1,1362042154,1371839482,0
3014301,UMTS,334,20,11009,66132144,0,-99.037334,19.347414999999998,2843,7,1,1362042737,1376081172,0
3014528,GSM,334,20,1422,22203,0,-100.587712,25.789133,1199,190,1,1362052840,1466016009,0
3014532,GSM,334,20,2132,16540,0,-103.247447,20.240937,7042,2,1,1362052929,1430665899,0
3014549,GSM,334,20,2132,16587,0,-103.21174621581999,20.292434692383,1000,1,1,1362033389,1362033389,0
3014558,GSM,334,20,2132,36540,0,-103.34908100000001,20.234491000000002,11201,5,1,1362053245,1430665841,0
3014682,UMTS,334,20,31106,203613067,0,-96.227188110352,19.177322387695,1000,12,1,1362056334,1362163960,0
3014828,UMTS,334,20,11034,67776035,0,-100.412979,20.628891,1000,6,1,1362059612,1364852081,0
3014899,UMTS,334,20,11058,69338916,0,-100.41091899999999,20.601195999999998,2317,12,1,1362061227,1395608450,0
3014904,UMTS,334,20,11058,69380425,0,-100.395813,20.589752,1000,2,1,1362041550,1362041550,0
3014912,UMTS,334,20,11058,69340425,0,-100.39238,20.591125,1000,2,1,1362061409,1364375116,0
3014916,UMTS,334,20,11058,69374087,0,-100.391006,20.589647,1000,26,1,1362061468,1393977993,0
3014927,UMTS,334,20,21007,131582039,0,-98.765029907227,20.104293823242,1000,2,1,1362042103,1362042103,0
3014937,UMTS,334,20,21007,131562039,0,-98.765029907227,20.104293823242,1000,3,1,1362042283,1362042283,0
3014938,GSM,334,20,9111,33289,0,-102.314072,21.887512,1000,6,1,1362061981,1467341577,0
3014942,GSM,334,20,9111,23289,0,-102.312241,21.884422,1000,8,1,1362062102,1467890650,0
3015149,UMTS,334,20,21075,136037758,0,-92.96012900000001,17.9702,1000,2,1,1362046362,1362046362,0
3015167,UMTS,334,20,21046,134140481,0,-89.020656,20.933512,1000,11,1,1362066749,1366735398,0
3015226,UMTS,334,50,1007,5401216,0,-86.97223699999999,20.476456,1000,4,1,1362067632,1440317780,0
3015256,UMTS,334,20,11010,66206544,0,-98.946501,19.445408,1000,14,1,1362068086,1377908590,0
3015273,UMTS,334,20,21001,131157594,0,-99.21698,19.636001999999998,1000,10,1,1362068392,1383380911,0
3015277,UMTS,334,20,21009,131692373,0,-99.219491,19.280417,1000,14,1,1362068496,1373252596,0
3015321,UMTS,334,20,21007,131543830,0,-98.35578918456999,20.100173950195,1000,5,1,1362050105,1362050105,0
3015368,UMTS,334,20,21007,131533830,0,-98.356934,20.099258,1000,6,1,1362050907,1362050907,0
3015409,UMTS,334,20,11091,71551471,0,-102.298164,21.887169,1000,4,1,1362070987,1383325571,0
3015416,UMTS,334,20,21007,131583830,0,-98.365402,20.092209,1130,5,1,1362051608,1362051608,0
3015421,UMTS,334,20,11091,71546844,0,-102.29850769043001,21.888198852539002,1000,3,1,1362051506,1362051506,0
3015436,UMTS,334,20,21007,131543829,0,-98.368149,20.084152,1000,3,1,1362071468,1362159720,0
3015511,UMTS,334,20,21059,134950106,0,-98.23624699999999,19.102772,2134,21,1,1362072895,1440765518,0
3015514,UMTS,334,20,21059,134976896,0,-98.238754,19.103165,1597,9,1,1362072966,1418853962,0
3015518,UMTS,334,20,21059,134940106,0,-98.237848,19.103569,1000,17,1,1362073014,1440496289,0
3015674,UMTS,334,20,21094,137237423,0,-92.637405395508,16.754837036133,1000,7,1,1362058130,1362058130,0
3015702,UMTS,334,20,21018,132261593,0,-97.86140441894501,22.275466918944996,1000,2,1,1362057446,1362057446,0
3015741,UMTS,334,20,11033,67722967,0,-101.66679382324,21.168594360352,1000,3,1,1362058450,1362058450,0
3015795,UMTS,334,20,11024,67129537,0,-103.43421936035,20.661849975585998,1000,1,1,1362059529,1362059529,0
3015798,UMTS,334,20,11024,67139537,0,-103.43421936035,20.661849975585998,1000,3,1,1362059709,1362059709,0
3015812,UMTS,334,20,11024,67129529,0,-103.41361999511999,20.637130737305,1000,2,1,1362059868,1362059868,0
3015879,GSM,334,50,20046,2426,0,-99.235382,19.514923,1000,6,1,1362081605,1477944676,0
3015913,UMTS,334,20,11024,67119029,0,-103.395636,20.652237,1000,21,1,1362082410,1408433946,0
3015917,UMTS,334,20,11024,67109029,0,-103.39439399999999,20.652237,1000,2,1,1362082530,1408433946,0
3016006,UMTS,334,20,11024,67129029,0,-103.397669,20.652237,1000,13,1,1362084402,1396802381,0
3016026,UMTS,334,20,12011,131807760,0,-99.17976379394501,19.377822875977,1000,1,1,1362065142,1362065142,0
3016076,UMTS,334,20,41010,125178638,0,-99.04274000000001,19.401169,1000,9,1,1362086012,1402253107,0
3016084,UMTS,334,20,21012,131909601,0,-99.640732,19.264412,1000,12,1,1362086293,1363737711,0
3016091,UMTS,334,20,12006,131525051,0,-99.274521,19.447585999999998,1000,10,1,1362086388,1371506595,0
3016098,UMTS,334,20,11070,70125035,0,-106.4266204834,31.714096069335998,1000,2,1,1362066779,1362066779,0
3016104,UMTS,334,20,11070,70165560,0,-106.4266204834,31.714096069335998,1000,1,1,1362066861,1362066861,0
3016123,UMTS,334,20,21007,131542027,0,-98.749925,20.119951999999998,6164,5,1,1362087194,1408433844,0
3016160,UMTS,334,20,11025,67181984,0,-100.81672668456999,19.872207641602,1000,2,1,1362068208,1362068208,0
3016186,UMTS,334,20,11050,68845485,0,-110.945053,29.004745,1000,9,1,1362088414,1362966617,0
3016190,UMTS,334,20,11050,68850517,0,-110.9447479248,29.003219604492003,1000,1,1,1362068709,1362068709,0
3016212,GSM,334,20,2122,33845,0,-104.293042,19.072951999999997,2274,8,1,1362088955,1426122071,0
3016267,UMTS,334,20,11061,69586391,0,-110.97152700000001,29.092484000000002,1000,2,1,1362070331,1362070331,0
3016272,UMTS,334,20,21056,134785488,0,-99.052911,19.627078,8511,8,1,1362090296,1408433799,0
3016300,UMTS,334,20,11058,69358887,0,-100.38963317871,20.593185424805,1000,6,1,1362090972,1363791586,0
3016301,UMTS,334,20,11058,69378887,0,-100.389175,20.592728,1000,9,1,1362091016,1365156234,0
3016304,UMTS,334,20,11028,67384580,0,-96.92174200000001,19.537598000000003,1000,29,1,1362091113,1405882673,0
3016312,UMTS,334,20,11014,66504071,0,-100.452461,25.696679,2527,4,1,1362091302,1377396280,0
3016315,UMTS,334,20,11014,66484071,0,-100.46241760254,25.699081420898,1000,4,1,1362071745,1362071745,0
3016348,UMTS,334,20,11070,70125083,0,-106.445793,31.709451,1000,102,1,1362092153,1373591385,0
3016351,UMTS,334,20,11058,69348881,0,-100.400345,20.617905,1000,5,1,1362092176,1397069178,0
3016355,UMTS,334,20,11070,70135083,0,-106.445776,31.709763,1000,58,1,1362092218,1362419579,0
3016360,UMTS,334,20,11034,67771234,0,-100.40061950684,20.623397827148,1000,1,1,1362072542,1362072542,0
3016363,UMTS,334,20,11034,67781234,0,-100.39924621581999,20.624771118164002,1000,1,1,1362072601,1362072601,0
3016404,UMTS,334,20,11061,69546391,0,-110.968781,29.095917,1000,6,1,1362092916,1395162991,0
3016408,UMTS,334,20,41010,125208777,0,-99.041258,19.404405999999998,1000,14,1,1362092974,1408433844,0
3016446,UMTS,334,20,21012,131889601,0,-99.63981628418001,19.266586303710998,1000,1,1,1362073866,1362073866,0
3016447,GSM,334,20,713,25209,0,-98.515091,19.984818,1000,2,1,1362077419,1362077419,0
3016449,UMTS,334,20,11013,66441570,0,-100.18913269043001,26.507949829102,1000,6,1,1362074558,1362074558,0
3016467,UMTS,334,20,21070,135691021,0,-106.46003700000001,31.681595,1558,3,1,1362094249,1365538056,0
3016478,UMTS,334,20,21070,135691024,0,-106.466675,31.683196999999996,1000,6,1,1362094371,1391636396,0
3016490,UMTS,334,50,1048,6229824,0,-99.10675,19.367752,1000,6,1,1362094556,1449112073,0
3016546,UMTS,334,20,11017,66660616,0,-97.51945495605499,25.810317993164002,1000,1,1,1362075563,1362075563,0
3016587,UMTS,334,50,1042,6097283,0,-99.240189,19.465714000000002,1000,3,1,1362096179,1445155495,0
3016593,UMTS,334,20,21010,131732209,0,-99.063139,19.414585,2731,13,1,1362096281,1411933836,0
3016607,GSM,334,20,4621,12553,0,-89.602432250977,21.009292602539002,1000,1,1,1362076630,1362076630,0
3016608,GSM,334,20,433,30167,0,-99.220258,19.510976,51028,388,1,1362096434,1484612046,0
3016609,GSM,334,20,7521,33762,0,-93.37829599999999,17.989769,1000,4,1,1362096435,1425749696,0
3016619,UMTS,334,20,21033,133276795,0,-101.62738,21.08606,5532,50,1,1362096499,1377714589,0
3016626,GSM,334,20,1422,30971,0,-100.35624200000001,25.653805,1019,388,1,1362096537,1485019897,0
3016630,GSM,334,20,1422,10899,0,-100.35704799999999,25.653492,1602,2663,1,1362096566,1485207650,0
3016631,GSM,334,20,1422,11758,0,-100.46409,25.684675,3268,963,1,1362096573,1469212484,0
3016637,GSM,334,20,1631,34109,0,-100.279574,25.699474,1336,7,1,1362096619,1462867912,0
3016672,UMTS,334,20,41010,125213950,0,-99.041278,19.410854,2751,19,1,1362097582,1410104976,0
3016677,UMTS,334,20,41010,125190074,0,-99.042801,19.409042000000003,1000,15,1,1362097702,1408433844,0
3016693,UMTS,334,20,11017,66658277,0,-97.877883911133,25.357131958007997,1000,1,1,1362078320,1362078320,0
3016703,UMTS,334,20,11079,70764945,0,-115.43434099999999,32.623062,1000,9,1,1362098642,1373176283,0
3016737,UMTS,334,20,21046,134129047,0,-90.537643432617,19.840621948242,1000,1,1,1362079612,1362079612,0
3016747,UMTS,334,20,21046,134135575,0,-90.535583,19.83839,1000,8,1,1362099539,1368221671,0
